accession,label,subclass,neg_family,name,source,structure_source,confidence_score,source_filename,original_structure_path
B7N874,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7N874.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7N874.pdb
B7NKW6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B7NKW6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7NKW6.pdb
B8ICA2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,B8ICA2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B8ICA2.pdb
C3K9Q0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C3K9Q0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C3K9Q0.pdb
C4K7Z9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C4K7Z9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C4K7Z9.pdb
C4LC58,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C4LC58.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C4LC58.pdb
C5BEP2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C5BEP2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C5BEP2.pdb
C6DC67,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,C6DC67.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/C6DC67.pdb
O94250,hard_negative,,glyoxalase_ii,Probable hydroxyacylglutathione hydrolase SPCC13B11.03c (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,O94250.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/O94250.pdb
P0AC85,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P0AC85.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P0AC85.pdb
P57336,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P57336.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P57336.pdb
P71374,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P71374.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P71374.pdb
P72933,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,P72933.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P72933.pdb
Q08889,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q08889.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q08889.pdb
Q0A751,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0A751.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0A751.pdb
Q0AE32,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0AE32.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0AE32.pdb
Q0AM20,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0AM20.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0AM20.pdb
Q0BWR4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0BWR4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0BWR4.pdb
Q0I8S8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0I8S8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0I8S8.pdb
Q0WHW5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q0WHW5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q0WHW5.pdb
Q10Y41,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q10Y41.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q10Y41.pdb
Q12MM2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q12MM2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q12MM2.pdb
Q162S3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q162S3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q162S3.pdb
Q1H188,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1H188.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1H188.pdb
Q1I7T2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1I7T2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1I7T2.pdb
Q1LL91,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1LL91.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1LL91.pdb
Q1LT01,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1LT01.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1LT01.pdb
Q1MB56,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1MB56.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1MB56.pdb
Q1QQZ1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1QQZ1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1QQZ1.pdb
Q1QW62,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q1QW62.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1QW62.pdb
Q21C03,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q21C03.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q21C03.pdb
Q21YF8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q21YF8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q21YF8.pdb
Q28TK3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q28TK3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q28TK3.pdb
Q2IJC6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2IJC6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2IJC6.pdb
Q2J429,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2J429.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2J429.pdb
Q2JPX4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2JPX4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2JPX4.pdb
Q2JVC3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2JVC3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2JVC3.pdb
Q2K3M6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2K3M6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2K3M6.pdb
Q2N9P7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2N9P7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2N9P7.pdb
Q2NVG1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2NVG1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2NVG1.pdb
Q2RP80,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2RP80.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2RP80.pdb
Q2SJ47,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q2SJ47.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q2SJ47.pdb
Q31BX5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q31BX5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q31BX5.pdb
Q31ND6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q31ND6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q31ND6.pdb
Q32JQ1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q32JQ1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q32JQ1.pdb
Q3AL08,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3AL08.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3AL08.pdb
Q3AYI2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3AYI2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3AYI2.pdb
Q3IIR9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3IIR9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3IIR9.pdb
Q3J436,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3J436.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3J436.pdb
Q3JAC4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3JAC4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3JAC4.pdb
Q3MGD2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3MGD2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3MGD2.pdb
Q3SIB0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3SIB0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3SIB0.pdb
Q3SVQ1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3SVQ1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3SVQ1.pdb
Q3Z5F1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q3Z5F1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q3Z5F1.pdb
Q46GM1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q46GM1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q46GM1.pdb
Q48KX8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q48KX8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q48KX8.pdb
Q493H8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q493H8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q493H8.pdb
Q4FP49,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q4FP49.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4FP49.pdb
Q4KBH9,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q4KBH9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4KBH9.pdb
Q4ZVL3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q4ZVL3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4ZVL3.pdb
Q54MR1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II) (Glyoxylase B1),UniProt,afdb,,Q54MR1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q54MR1.pdb
Q57544,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase GloC (EC 3.1.2.6) (Accessory type II glyoxalase) (Glyoxalase II 2) (GlxII-2),UniProt,afdb,,Q57544.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q57544.pdb
Q5E3G3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5E3G3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5E3G3.pdb
Q5F7J0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5F7J0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5F7J0.pdb
Q5LNN5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5LNN5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5LNN5.pdb
Q5N5S6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5N5S6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5N5S6.pdb
Q5NF43,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5NF43.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5NF43.pdb
Q5QZL0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5QZL0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5QZL0.pdb
Q5ZVZ3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5ZVZ3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5ZVZ3.pdb
Q60BX0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q60BX0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q60BX0.pdb
Q65U07,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q65U07.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q65U07.pdb
Q6D1V5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q6D1V5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6D1V5.pdb
Q6FYC3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q6FYC3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6FYC3.pdb
Q6G1L3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q6G1L3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6G1L3.pdb
Q6LN63,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q6LN63.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6LN63.pdb
Q6ML19,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q6ML19.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6ML19.pdb
Q6NC62,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q6NC62.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q6NC62.pdb
Q7MII4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase 2 (EC 3.1.2.6) (Glyoxalase II 2) (Glx II 2),UniProt,afdb,,Q7MII4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7MII4.pdb
Q7N809,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7N809.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7N809.pdb
Q7NG34,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7NG34.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7NG34.pdb
Q7U5Z8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7U5Z8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7U5Z8.pdb
Q7V6G8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7V6G8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7V6G8.pdb
Q7VD23,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7VD23.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7VD23.pdb
Q7VM19,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7VM19.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7VM19.pdb
Q82XW0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q82XW0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q82XW0.pdb
Q83MC1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q83MC1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q83MC1.pdb
Q87MG0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q87MG0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q87MG0.pdb
Q87YS8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q87YS8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q87YS8.pdb
Q88FF3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q88FF3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q88FF3.pdb
Q89AN4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q89AN4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q89AN4.pdb
Q89XT5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q89XT5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q89XT5.pdb
Q8D3D4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8D3D4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8D3D4.pdb
Q8DIF1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8DIF1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8DIF1.pdb
Q8EE27,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8EE27.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8EE27.pdb
Q8FKY7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8FKY7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8FKY7.pdb
Q8PBY0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8PBY0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8PBY0.pdb
Q8PNI0,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8PNI0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8PNI0.pdb
Q8SSH0,hard_negative,,glyoxalase_ii,Probable hydroxyacylglutathione hydrolase ECU02_0580 (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8SSH0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8SSH0.pdb
Q8U9W1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8U9W1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8U9W1.pdb
Q8YZ99,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8YZ99.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8YZ99.pdb
Q8Z983,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8Z983.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8Z983.pdb
Q92MF8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q92MF8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q92MF8.pdb
Q9CMW8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q9CMW8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9CMW8.pdb
Q9I2T1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q9I2T1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9I2T1.pdb
